time_since_start,BPM
0.0002906322479248047,8
0.0010390281677246094,59
0.001711130142211914,59
0.002269268035888672,59
0.0028772354125976562,59
0.0035037994384765625,59
0.004288434982299805,59
0.005070924758911133,59
0.005680561065673828,48
0.0064771175384521484,59
0.007258176803588867,59
0.008031606674194336,59
0.008835554122924805,59
0.009593486785888672,59
0.010379791259765625,59
0.011155128479003906,59
0.01182103157043457,59
0.012349605560302734,59
0.012888908386230469,59
0.013373374938964844,0
0.013908147811889648,0
0.014281988143920898,0
0.0147552490234375,0
0.015091180801391602,0
0.015481233596801758,0
0.015905380249023438,0
0.01623988151550293,0
0.016758203506469727,0
0.01709461212158203,0
0.017446279525756836,0
0.017894744873046875,0
0.018227100372314453,0
0.01858067512512207,0
0.018955469131469727,0
0.01934027671813965,0
0.019893646240234375,0
0.020432472229003906,0
0.021028757095336914,0
0.021565914154052734,0
0.022089242935180664,0
0.022583961486816406,0
0.02311539649963379,0
0.02361297607421875,0
0.024143457412719727,0
0.02468419075012207,0
0.02517414093017578,0
0.02568793296813965,0
0.026181697845458984,0
0.02669835090637207,0
0.02720022201538086,0
0.027704238891601562,0
0.028206586837768555,0
0.02872300148010254,0
0.029223918914794922,0
0.02977728843688965,0
0.03027963638305664,0
0.03069329261779785,0
0.031028270721435547,0
0.031352996826171875,0
0.031697750091552734,0
0.03202462196350098,0
0.032366275787353516,0
0.03271484375,0
0.03304743766784668,0
0.03337407112121582,0
0.03369593620300293,0
0.034009695053100586,0
0.034319162368774414,0
0.03466486930847168,0
0.03500485420227051,0
0.03532862663269043,0
0.035672664642333984,0
0.03600478172302246,0
0.03634381294250488,0
0.03666806221008301,0
0.036946773529052734,0
0.037200212478637695,0
0.03746843338012695,0
0.03778362274169922,0
0.03808188438415527,0
0.03837251663208008,0
0.038654327392578125,0
0.03882431983947754,0
0.03907179832458496,0
0.03930997848510742,0
0.03956103324890137,0
0.03984999656677246,0
0.04013538360595703,96
0.040427207946777344,96
0.04071521759033203,96
0.0409846305847168,96
0.041259765625,96
0.0415189266204834,96
0.041793107986450195,96
0.0420536994934082,96
0.042310237884521484,96
0.042559146881103516,96
0.04277777671813965,96
0.04298710823059082,96
0.04319429397583008,96
0.04339790344238281,96
0.04360508918762207,96
0.04385685920715332,96
0.04410290718078613,96
0.04430413246154785,96
0.044500112533569336,96
0.0447087287902832,96
0.044908761978149414,96
0.0451052188873291,96
0.04530024528503418,96
0.045496225357055664,96
0.04570341110229492,96
0.04590296745300293,96
0.04609799385070801,96
0.04629349708557129,96
0.046488285064697266,96
0.04667544364929199,96
0.04681253433227539,96
0.046941280364990234,96
0.047071218490600586,96
0.04720020294189453,96
0.04732871055603027,96
0.0474553108215332,96
0.04758167266845703,96
0.04772210121154785,96
0.0478513240814209,96
0.04797720909118652,96
0.04810285568237305,96
0.04822826385498047,96
0.04835367202758789,96
0.04848933219909668,96
0.04859423637390137,96
0.04871535301208496,96
0.04882311820983887,96
0.04892754554748535,96
0.049031734466552734,96
0.04913592338562012,96
0.05754280090332031,96
0.07795882225036621,96
0.09867739677429199,96
0.11926102638244629,96
0.13983654975891113,96
0.16017794609069824,96
0.18058514595031738,96
0.20111632347106934,96
0.221480131149292,96
0.24202251434326172,96
0.2625291347503662,96
0.2830057144165039,96
0.3037109375,96
0.3239161968231201,96
0.3442363739013672,96
0.36493921279907227,96
0.38530659675598145,96
